default,WC/TA,RE/TA,EBIT/TA,ME/TL,S/TA
0,-0.01,0.22,0.09,5.29,0.36
0,0,0.24,0.04,3.36,0.35
0,0.03,0.24,0.07,3.16,0.36
0,-0.14,0.25,0.07,2.69,0.35
0,0,0.12,0.05,1.32,0.2
0,-0.09,0.12,0.06,1.52,0.23
0,-0.07,0.17,0.08,1.8,0.24
0,-0.04,0.23,0.07,2.19,0.25
0,0.33,0.37,0.07,0.75,0.55
0,0.31,0.36,0.07,0.97,0.53
0,0.45,0.34,0.07,1.12,0.53
0,0.47,0.34,0.08,0.98,0.63
0,0.55,0.34,0.05,0.78,0.45
0,0.46,0.36,0.03,0.65,0.46
0,0.54,0.43,0.02,0.96,0.49
0,0.51,0.38,0.04,0.92,0.43
0,0.48,0.42,0.05,1.69,0.42
0,0.49,0.39,0.04,0.97,0.41
0,0.21,0.25,0.05,0.73,0.24
0,0.24,0.26,0.06,0.57,0.27
0,0.24,0.28,0.05,1.13,0.27
0,0.28,0.21,0.06,1.6,0.29
0,0.27,0.18,0.05,1.17,0.28
0,0.19,0.21,0.06,1.63,0.32
0,0.09,0.42,0.04,1.81,0.16
0,0.14,0.47,0.06,2.02,0.19
0,0.08,0.49,0.05,1.84,0.13
0,0.1,0.45,-0.1,0.93,0.18
0,0.09,0.14,0.06,1.25,0.17
0,0.02,0.21,0.08,1.29,0.19
0,0.05,0.17,0.02,0.74,0.11
0,0,0.11,0.01,0.63,0.13
0,-0.03,0.12,0.06,0.66,0.13
0,-0.01,0.1,0.05,0.97,0.13
0,-0.01,-0.28,0.04,0.29,0.41
0,-0.04,-0.06,0.03,0.32,0.28
0,0.18,0.01,0.04,0.37,0.23
0,0.03,0.01,0.03,0.27,0.23
0,0,-0.02,0.03,0.18,0.21
0,-0.06,-0.07,0,0.08,0.19
0,-0.05,-0.13,0.02,0.06,0.19
0,0.03,0.3,0.06,3.02,0.32
0,0.01,0.36,0.08,3.68,0.31
0,0.02,0.38,0.07,3.87,0.3
0,0,0.42,0.06,3.9,0.29
0,0,0.46,0.07,4.64,0.3
0,-0.01,0.49,0.09,4.39,0.28
0,0,0.51,0.07,3.38,0.26
0,0.05,0.53,0.08,2.5,0.25
0,0.04,0.66,0.07,3.12,0.26
0,0.04,0.3,0.05,1.63,0.27
0,0.05,0.31,0.09,2.05,0.26
0,0.05,0.19,0.06,1.54,0.22
0,0,0.2,0.05,1.57,0.2
0,0.06,0.23,0.08,2.1,0.23
0,0.05,0.17,0.09,1.62,0.25
0,0.04,0.19,0.07,2.1,0.19
0,0.05,0.14,0.07,1.96,0.21
0,0.05,0.12,0.07,2.39,0.22
0,0.06,0.11,0.07,1.89,0.22
0,0.22,-0.1,0.06,0.97,0.46
0,0.21,-0.04,0.06,0.93,0.46
0,0.2,0.1,0.07,1.79,0.43
0,0.23,0.16,0.06,1.41,0.41
0,0.17,0.13,0.05,0.83,0.36
0,-0.06,-0.36,0.08,0.73,1.2
0,-0.03,-0.24,0.08,0.86,1.09
0,-0.02,-0.17,0.07,1.35,1.06
0,-0.04,-0.09,0.09,2.22,1.13
0,0.03,0.05,0.07,0.98,0.66
0,0.02,0.09,0.07,1.36,0.73
0,0.04,0.14,0.07,1.09,0.67
0,0.03,0.18,0.08,0.73,0.65
0,0.03,0.22,0.06,0.88,0.68
0,0.02,0.19,0.06,0.77,0.7
0,0.47,0.33,0.05,5.54,0.45
0,0.66,0.33,0.09,2.05,0.34
0,0.38,0.22,-0.01,1.25,0.19
0,0.34,-0.2,0.03,0.36,0.26
0,0.32,-0.43,0.05,1.27,0.31
0,0.44,-0.27,0.05,0.72,0.33
0,0.43,0.23,0.08,6.71,0.22
0,0.39,0.27,0.06,5.44,0.18
0,0.24,0.32,0.05,4.93,0.19
0,0.11,0.22,0.03,1.79,0.2
0,0.28,0.21,0.06,7.45,0.21
0,0.38,0.2,0.04,3.15,0.21
0,0.29,-0.04,0.01,2.72,0.13
0,0.33,-0.13,0.02,1.2,0.15
0,0.33,-0.23,0.03,2.43,0.16
1,0.21,0.09,0.03,0.39,0.21
0,0.21,0.13,0.06,0.37,0.22
0,0.19,0.14,0.04,0.3,0.25
0,0.18,0.13,0.04,0.19,0.22
1,0.13,0.09,0.02,0.12,0.23
0,-0.03,0.17,0.06,2.28,0.12
0,-0.06,0.18,0.06,1.8,0.11
0,-0.04,0.21,0.05,1.43,0.11
0,0.28,0.18,0.06,1.79,0.24
0,0.26,0.24,0.09,2.04,0.27
0,0.3,0.29,0.07,3.32,0.28
0,0.19,0.25,0.07,1.84,0.24
0,0.22,0.31,0.07,1.23,0.23
0,0.12,0.3,0.05,0.82,0.2
0,0.1,0.32,0.05,1.23,0.23
0,0.16,0.35,0.04,1.11,0.24
0,0.26,0.41,0.05,1.36,0.23
0,0.19,0.45,0.06,1.6,0.23
0,0.08,0,0.05,0.99,0.17
0,0.08,0.04,0.05,1.09,0.12
0,0.11,0.12,0.03,1.48,0.15
0,0.1,0.03,0.03,0.45,0.3
0,0.52,0.28,0.08,6.09,0.41
0,0.32,0.53,0.08,4.22,0.44
0,0.29,0.44,0.07,4.17,0.41
0,0.3,0.45,0.08,4.37,0.39
0,0.32,0.45,0.05,3.96,0.36
0,0.31,0.45,0.07,3.18,0.34
0,0.29,0.45,0.05,2.37,0.32
0,0.31,0.47,0.04,2.95,0.31
0,0.29,0.49,0.05,2.9,0.31
0,0.33,0.5,0.04,2.37,0.31
0,0.29,0.52,0.04,2.92,0.35
0,0.2,0.37,0.03,1.44,0.12
0,0.33,0.35,0.04,1.99,0.15
0,0.24,0.25,0.05,1.03,0.39
0,0.22,0.24,0.08,1.23,0.42
0,0.23,0.27,0.06,1.61,0.43
0,0.21,0.28,0.04,0.96,0.38
0,-0.03,0.48,0.06,3.48,0.14
0,0,0.51,0.06,4.96,0.18
0,0.12,0.36,0.08,9.78,0.21
0,0.09,0.35,0.09,12,0.24
0,0.28,0.38,0.1,9.31,0.23
0,0.24,0.42,0.08,12.19,0.24
0,0.15,0.43,0.07,9.5,0.21
0,0.17,0.44,0.08,6.65,0.18
0,0.18,0.46,0.07,6.66,0.19
0,0.24,0.42,0.06,4.64,0.18
0,0.13,0.19,0.07,1.21,0.34
0,0.14,0.23,0.09,1.25,0.33
0,0.12,0.27,0.07,0.92,0.35
0,0.43,0.64,0.1,3.5,0.57
0,0.18,0.9,0.14,2.54,0.75
0,0.25,0.88,0.15,3.82,0.78
0,0.27,1.25,0.14,3.96,0.74
0,0.29,1.51,0.17,3.42,0.83
0,0.28,0.55,0.15,4.99,0.89
0,0.32,0.56,0.16,4.05,0.69
0,0.33,0.42,0.1,2.79,0.44
0,0.42,0.46,0.1,3.63,0.45
0,0.22,0.59,0.12,2.6,0.57
0,-0.01,0.41,0.08,4.82,0.17
0,0.08,0.2,0.05,1.03,0.4
0,0.05,0.19,0.05,0.83,0.34
0,0.07,0.22,0.06,1,0.33
0,0.07,0.22,0.05,0.94,0.34
0,0.1,0.24,0.05,1.11,0.32
0,0.12,0.25,0.05,0.7,0.33
0,0.37,1.08,0.08,2.95,0.48
0,0.3,1.01,0.07,3.18,0.47
0,0.34,0.98,0.07,3.79,0.42
0,0.32,0.94,0.06,3.78,0.42
0,0.18,0.3,0.06,1.42,0.38
0,0.06,0.22,0.06,0.82,0.29
0,0.06,0.19,0.06,0.84,0.31
0,0.04,0.23,0.06,0.76,0.28
0,0.09,0.22,0.05,0.4,0.26
0,0.07,0.2,0.05,0.66,0.28
0,0.06,0.17,0.03,0.99,0.3
0,0.07,0.13,0.06,1.34,0.33
0,0.06,0.18,0.06,1.23,0.37
0,0.05,0.2,0.04,1.36,0.41
0,0.03,0.01,-0.02,0.63,0.08
0,0.01,-0.2,-0.09,0.19,0.07
0,0.06,-0.26,0.04,0.22,0.08
0,0.06,-0.24,0.06,0.63,0.11
0,0.07,-0.16,0.01,0.56,0.1
0,-0.02,-0.23,0.05,0.68,0.12
0,-0.02,-0.17,0.05,0.99,0.1
0,0.01,-0.05,0.05,1.41,0.08
0,0.49,0.07,0,1.68,0.24
0,0.5,-0.09,0,1.45,0.21
0,0.36,-0.22,0,1.43,0.25
0,0.48,-0.03,0.09,3.36,0.43
0,0.16,0.1,0.01,1.46,0.13
0,0,0.1,0.05,0.82,0.17
0,-0.01,0.08,0.04,0.69,0.18
0,-0.01,0.08,0.04,0.58,0.16
0,0.03,0.06,0.05,0.56,0.17
0,0.08,0.07,0.04,0.56,0.16
0,0.09,0.09,0.05,0.71,0.16
0,0.06,0.3,0.04,0.42,0.19
0,0.06,0.31,0.03,0.7,0.2
0,0.08,0.33,0.05,0.97,0.2
0,0.28,0.02,0.03,0.65,0.34
0,0.29,0.03,0.07,0.46,0.47
0,0.28,0.02,0.05,0.27,0.48
0,0.33,0.03,0.07,0.14,0.51
0,0.27,0.04,0.03,0.14,0.44
0,0.32,-0.41,0.06,0.07,0.59
0,0.36,-0.68,0.05,0.07,0.8
0,0.35,-0.59,0.06,0.29,0.92
0,0.03,0.33,0.05,1.33,0.17
0,0.03,0.33,0.08,2.08,0.15
0,0.11,0.31,0,0.55,0.19
0,0.1,0.28,0.04,0.5,0.15
0,0.35,0.33,0.09,1.03,0.25
0,0.35,0.41,0.06,1.77,0.21
0,0.2,0.31,0.05,2.66,0.51
0,0.14,0.31,0.04,2.62,0.5
0,0.16,0.34,0.05,3.42,0.5
0,0.15,0.35,0.06,6.44,0.53
0,0.17,0.33,0.06,3.98,0.45
0,0.15,0.33,0.04,3.51,0.42
0,0.18,0.36,0.06,5.08,0.41
0,0.15,0.41,0.06,3.44,0.41
0,0.15,0.43,0.07,4.85,0.41
0,0.1,0.48,0.07,4.59,0.45
0,0.29,0.54,0.05,2.75,0.28
0,0.3,0.55,0.06,3.13,0.29
0,0.3,0.54,0.08,3.28,0.32
0,0.29,0.44,0.05,1.66,0.27
0,0.32,0.45,0.06,1.92,0.3
0,0.31,0.43,0.06,1.5,0.31
0,0.33,0.43,0.05,2.05,0.3
0,0.35,0.43,0.06,1.61,0.29
0,0.36,0.46,0.06,1.73,0.29
0,0.24,0.22,0.06,0.83,0.24
0,0.15,0.26,0.05,0.71,0.32
0,0.14,0.22,0.02,0.5,0.27
0,0.16,0.19,0.03,0.69,0.32
0,0,0.24,0.06,1.88,0.24
0,0.02,0.26,0.06,1.85,0.24
0,-0.09,0.25,0.02,2.15,0.23
0,0.03,0.2,0.04,0.84,0.15
0,0.05,0.21,0.07,0.94,0.17
0,0.05,0.22,0.06,1.33,0.19
0,0.07,0.17,0.04,1.6,0.22
0,0.12,0.17,0.05,1.07,0.23
0,0.1,0.16,0.05,1.5,0.29
0,0.13,0.17,0.06,1.31,0.21
0,0.1,0.19,0.05,1.19,0.21
0,0.12,0.19,0.05,1.41,0.2
0,0.1,0.22,0.04,1.55,0.23
0,0.2,0.28,0.04,0.96,0.25
0,0.22,0.32,0.06,1.53,0.25
0,0.28,0.43,0.08,2.3,0.26
0,0.36,0.47,0.06,2.36,0.24
0,0.11,0.19,0.04,0.66,0.24
0,0.05,0.19,0.06,1.29,0.17
0,0.04,0.13,0.04,1.11,0.17
0,0.04,0.15,0.05,1.3,0.18
0,0.13,0.15,0.07,1.31,0.18
0,0.05,0.14,0.07,1.07,0.18
0,0.05,0.13,0.06,1.04,0.22
0,0.05,0.14,0.04,1.42,0.16
0,0.06,0.13,0.04,1.19,0.18
0,0.03,0.15,0.04,1.27,0.17
0,0.06,0.14,0.05,1.52,0.17
0,0.14,0.26,0.06,1.07,0.39
0,0.17,0.27,0.07,1.04,0.41
0,0.19,0.29,0.05,1.54,0.4
0,0.17,0.29,0.04,1.15,0.38
0,0.24,0.32,0.07,1.59,0.5
0,0.56,0.48,0.07,2.35,0.22
0,0.06,0.38,0.04,0.95,0.29
0,0.15,0.23,0.05,0.55,0.27
0,0.1,0.23,0.03,0.67,0.29
0,0.13,0.26,0.04,0.81,0.3
0,0.03,0.37,0.06,2.55,0.23
0,0.1,0.29,0.03,1.44,0.14
0,0.2,0.03,0.05,1.25,0.17
0,0.14,0.65,0.06,0.99,0.31
0,0.05,0.36,0.07,1.25,0.49
0,0.05,0.35,0.04,1.51,0.47
0,0.1,0.13,0.05,0.86,0.41
0,0.06,0.13,0.06,0.55,0.44
0,0.23,0.12,0.05,0.95,0.3
0,0.21,0.11,0.05,1.25,0.29
0,0.23,0.1,0.03,0.92,0.25
0,0.26,0.1,0.04,0.56,0.23
0,0.22,0.13,0.05,0.6,0.27
0,0.06,0.42,0.06,2.44,0.25
0,0.08,0.48,0.07,2.86,0.26
0,0.06,0.32,0.06,2.74,0.24
0,-0.11,0.26,0.06,1.85,0.2
0,-0.05,0.22,0.06,2.9,0.21
0,0,0.25,0.08,3.75,0.22
0,0.02,0.29,0.07,3.66,0.2
0,0.02,0.32,0.07,2.83,0.21
0,0.02,0.36,0.07,2.65,0.23
0,0.04,0.28,0.03,1.34,0.19
0,0.09,0.29,0.04,0.4,0.86
0,0.09,0.27,0.05,0.41,0.86
0,0.16,0.25,0.06,0.41,0.76
0,0.16,0.24,0.05,0.28,0.76
0,0.1,0.22,0.06,0.27,0.8
0,0.15,0.26,0.04,0.28,0.63
0,0.17,0.25,0.03,0.28,0.67
0,0.16,0.26,0.04,0.24,0.72
0,0.14,0.24,0.03,0.27,0.71
0,0.05,0.24,0.03,0.25,0.8
0,0.17,0.4,0.04,2.39,0.23
0,0.27,0.45,0.06,3.14,0.26
0,0.26,0.44,0.07,4.02,0.27
0,0.22,0.44,0.08,4.04,0.29
0,0.23,0.34,0.06,3.25,0.28
0,0.18,0.32,0.06,2.74,0.25
0,0.18,0.28,0.06,2.25,0.25
0,0.22,0.26,0.07,1.56,0.24
0,0.16,0.34,0.07,1.93,0.25
0,0.22,0.38,0.08,2.34,0.28
0,0.23,0.06,0.04,0.63,0.29
0,0.22,0.1,0.04,0.6,0.25
0,0.17,0.13,0.06,0.96,0.23
0,0.1,-0.14,0.06,1.46,0.36
0,0.25,0.39,0.03,1.14,0.23
0,0.26,0.37,0.03,1.61,0.24
0,0.24,0.4,0.03,1.13,0.21
0,0.21,0.33,0.03,0.81,0.24
0,0.22,0.26,0.04,0.57,0.28
0,0.2,0.32,0.04,1,0.3
0,0.34,0.39,0.11,4.8,0.47
0,0.32,0.49,0.08,5.23,0.52
0,0.37,0.36,0.11,5.51,0.46
0,0.21,0.39,0.08,2.79,0.45
0,0.16,0.08,0.07,1.79,0.33
0,0.07,-0.07,0.07,2.16,0.4
0,0.13,-0.02,0.07,2.67,0.38
0,0.19,0.04,0.11,3.42,0.4
0,0.25,0.13,0.11,3.65,0.42
0,0.22,0.21,0.12,3.43,0.42
0,0.26,-0.79,0.07,1.93,0.87
0,0.21,-0.83,0.03,1.29,0.78
0,0.21,-0.72,0.03,0.92,0.74
0,0.06,-0.5,-0.01,0.88,0.41
0,-0.03,-0.71,0.02,0.71,0.47
0,0.12,-0.61,0.04,1.54,0.5
0,0.1,-0.82,0.02,0.89,0.52
0,0.38,0.47,0.1,2.05,0.4
0,0.34,0.39,0.11,1.68,0.45
0,0.32,0.4,0.1,2.02,0.47
0,0.3,0.39,0.12,2.06,0.46
0,0.28,0.38,0.11,1.54,0.46
0,0.29,0.34,0.12,1.53,0.46
0,0.23,0.35,0.09,1.39,0.41
0,0.19,0.37,0.08,0.78,0.42
0,0.23,0.35,0.08,1.25,0.4
0,0.17,0.3,0.06,0.98,0.35
0,0.29,0.19,0.07,1.46,0.35
0,0.17,0.21,0.06,1.13,0.35
0,0.19,0.26,0.08,1.89,0.41
0,0.11,0.32,0.08,2.73,0.4
0,0.09,0.41,0.08,1.86,0.42
0,0.07,0.46,0.06,1.05,0.38
0,0.12,0.34,0.04,0.79,0.38
0,0.08,0.33,0.07,0.76,0.39
0,0.13,0.34,0.05,0.76,0.44
0,0.2,0.29,0.05,0.56,0.41
0,0.02,0.26,0.08,1.78,0.35
0,0.06,0.25,0.09,2.23,0.44
0,0.04,0.22,0.09,2.29,0.47
0,0.02,0.21,0.1,2.81,0.51
0,0.06,0.21,0.11,2.85,0.53
0,-0.21,0.14,0.09,1.99,0.43
0,-0.02,0.18,0.1,2.3,0.4
0,0.05,0.22,0.1,2.51,0.35
0,0.07,0.26,0.08,2.89,0.35
0,0.08,0.26,0.08,3.41,0.34
0,-0.02,0.66,0.09,4.22,0.21
0,-0.02,0.67,0.07,3.67,0.19
0,-0.09,0.68,0.07,3.54,0.19
0,-0.03,0.7,0.08,5.12,0.19
0,-0.04,0.73,0.07,5.17,0.2
0,0.01,0.78,0.05,3.82,0.2
0,0.03,0.78,0.05,2.74,0.21
0,0,0.75,0.07,1.53,0.2
0,0,0.82,0.07,2.36,0.21
0,0.02,0.8,0.07,2.99,0.21
0,0.1,0.33,0.06,2.13,0.26
0,0.07,0.39,0.06,2.03,0.25
0,0.09,0.42,0.05,3.23,0.26
0,0.08,0.46,0.07,4.52,0.28
0,0.03,0.48,0.08,5.06,0.27
0,0.03,0.44,0.07,3.63,0.25
0,0.01,0.45,0.07,3.59,0.25
0,0.07,0.6,0.07,4.75,0.27
0,0.3,0.21,0.01,0.89,0.94
0,0.26,0.17,0.02,0.99,1.02
0,0.26,0.2,0.05,1.18,1.01
0,0.26,0.21,0.05,0.77,1.07
0,0.25,0.24,0.05,0.83,1.14
0,0.21,0.19,0.04,0.86,1.12
0,0.15,0.5,0.06,1.29,0.28
0,0.13,0.45,0.03,1.12,0.26
0,0.13,0.42,0.05,1.02,0.2
0,0.11,0.43,0.03,1.08,0.2
0,0.08,0.4,0.05,1.4,0.2
0,0.08,0.4,0.04,1.02,0.2
0,0.14,0.04,0.07,1.81,0.92
0,0.2,0.1,0.05,2.38,0.89
0,0.05,0.43,0.03,0.84,0.11
0,0.05,0.43,0.06,1.08,0.12
0,0.05,0.44,0.05,1.21,0.12
0,0.05,0.46,0.05,1.3,0.14
0,0.07,-0.04,0.06,0.42,0.14
0,0.16,0.02,0.04,0.81,0.17
0,-0.02,0.61,0.08,12.15,0.19
0,0.26,0.66,0.09,13.21,0.21
0,0.11,0.66,0.09,12.18,0.22
0,0.27,0.66,0.09,10.37,0.19
0,0.29,0.47,0.12,3.54,0.37
0,0.22,0.43,0.03,1.38,0.38
0,0.31,0.39,0.09,2.82,1.13
0,0.2,0.25,0.09,3.41,0.67
0,0.21,0.3,0.07,6.02,0.65
0,0.26,0.33,0.08,4.37,0.75
0,0.28,0.4,0.08,6.45,0.73
0,0.32,0.42,0.05,2.88,0.72
0,0.33,0.45,0.06,2.24,0.69
0,0.31,0.5,0.06,3.18,0.73
0,0.23,0.4,0.05,2.44,0.63
0,0.52,0.74,0.08,2.97,0.52
0,0.5,0.75,0.09,3.15,0.49
0,0.5,0.78,0.08,4.15,0.5
0,0.15,0.55,0.07,6.69,0.21
0,0.15,0.65,0.08,7.83,0.26
0,0.14,0.71,0.08,9.62,0.28
0,0.17,0.67,0.08,9.26,0.28
0,0.11,0.68,0.09,7.02,0.29
0,0.12,0.72,0.09,8.63,0.33
0,0.05,0.75,0.09,4.82,0.32
0,0.09,0.77,0.08,4.37,0.16
0,0.07,0.88,0.09,4.14,0.17
0,0.08,0.9,0.08,2.85,0.18
1,0.04,-0.2,0.03,0.21,0.07
0,0.34,0.14,0.06,0.72,0.66
0,0.34,0.1,0.04,0.72,0.66
0,0.41,0.13,0.07,1.94,0.59
0,0.45,0.17,0.09,1.13,0.59
0,0.43,0.22,0.1,1.59,0.64
0,0.41,0.24,0.1,2.9,0.74
0,0.45,0.29,0.11,3.93,0.67
0,0.51,0.35,0.1,4.18,0.65
0,0.53,0.4,0.12,4.83,0.62
0,0.53,0.41,0.1,5.11,0.59
0,-0.02,-0.01,0.04,0.63,0.19
0,-0.05,0,0.04,0.66,0.23
0,0.4,-0.63,-0.1,0.37,0.25
0,0.28,0.53,0.06,4.82,0.23
0,0.19,0.48,0,2.46,0.18
0,0.31,0.31,0.02,6.29,0.19
0,0.37,0.38,0.15,13.41,0.26
0,0.32,0.38,0.02,18.32,0.09
0,0.21,0.3,-0.04,8.79,0.12
0,0.19,0.12,0.01,4.16,0.15
0,0.24,0.15,0.05,3.31,0.18
0,0.47,0.07,0.08,1.12,0.38
0,0.47,0.14,0.08,0.94,0.38
0,0.43,0.22,0.06,1.65,0.35
0,0.27,0.35,0.03,3.43,0.44
0,0.27,0.27,0.05,2.47,0.46
0,0.29,0.3,0.06,3.37,0.52
0,0.2,1.01,0.09,6.01,0.31
0,0.18,0.84,0.08,3.89,0.26
0,0.1,0.65,0.07,2.44,0.3
0,0.04,0.61,0.06,2.01,0.27
0,0.13,0.59,0.08,2.85,0.3
0,0.3,0.63,0.07,5.15,0.21
0,0.21,0.58,0.06,5.59,0.21
0,0.36,0.53,0.07,3.31,0.25
0,0.34,0.61,0.07,4.32,0.26
0,0.4,0.59,0.06,6.64,0.24
0,0.22,0.64,0.08,3.84,0.27
0,0.23,0.64,0.09,4.93,0.31
0,0.21,0.7,0.08,4.57,0.31
0,0.16,0.67,0.06,3.5,0.31
0,0.19,0.74,0.08,5.19,0.33
0,0.14,0.74,0.07,5.99,0.32
0,0.16,0.76,0.07,5.48,0.29
0,0.13,0.72,0.08,5.18,0.3
0,0.18,0.74,0.08,6.88,0.3
0,0.16,0.8,0.08,6.22,0.27
0,0.04,0.18,0.03,0.75,0.14
0,0.03,0.18,0.04,0.66,0.14
0,0.05,0.19,0.03,1.09,0.14
0,0.09,0.17,0.03,1.16,0.13
0,0.09,0.17,0.04,0.88,0.14
0,0.06,0.16,0.04,0.95,0.14
0,0.1,0.16,0.04,1.01,0.15
0,0.01,0.17,0.05,1.04,0.15
0,0.08,0.25,0.04,1.66,0.07
0,0.2,0.22,0.04,1.38,0.16
0,0.09,0.21,0.07,1.39,0.24
0,0.11,0.2,0.04,1,0.2
0,0.11,0.19,0.03,0.56,0.17
0,0.12,0.16,0.04,0.29,0.2
0,0.18,0.05,0.01,0.2,0.21
1,-0.01,-0.12,0.02,0.09,0.24
0,0.03,0.23,0.04,0.72,0.16
0,0.02,0.25,0.07,0.93,0.19
0,0.07,0.31,0.06,1.61,0.2
0,-0.1,0.28,-0.02,0.76,0.17
0,-0.03,0.33,0.09,1.47,0.26
0,0.01,0.39,0.12,3.4,0.4
0,0.01,0.46,0.03,1.84,0.45
0,0,0.43,0.06,1.79,0.46
0,-0.04,0.49,0.05,2.38,0.36
0,-0.07,0.48,0.03,2.81,0.29
0,-0.01,0.15,0.02,0.84,0.14
0,0,0.14,0.05,0.72,0.14
0,-0.04,0.15,0.05,1.03,0.12
0,-0.01,0.17,0.07,1.78,0.17
0,0.13,0.2,0.04,2.03,0.09
0,-0.01,0.26,0.04,1.35,0.14
0,0.42,0.18,0.05,0.36,0.25
0,0.46,0.2,0.05,0.49,0.26
0,0.4,0.22,0.06,0.78,0.27
0,0.42,0.21,0.05,0.76,0.29
0,0.32,0.19,0.05,0.49,0.23
0,0.33,0.23,0.07,0.52,0.24
0,0.33,0.22,0.05,0.53,0.25
0,0.34,0.24,0.04,0.77,0.25
0,0.37,0.27,0.06,1.19,0.22
0,0.32,0.28,0.04,1.44,0.25
0,0.31,0.52,0.06,1.38,0.36
0,0.18,0.58,0.05,1.96,0.31
0,0.24,0.62,0.07,3.89,0.34
0,0.06,0.25,0.05,0.66,0.26
0,0.06,0.35,0.07,0.76,0.29
0,0.14,0.35,0.07,2.91,0.34
0,0.18,0.39,0.05,3,0.35
0,0.18,0.37,0.05,2.46,0.33
0,0.1,0.32,0.04,2.25,0.32
0,0.14,0.34,0.03,4.3,0.26
0,0.12,0.29,0.03,1.89,0.28
0,0.25,0.19,0.03,1.73,0.25
0,0.26,0.11,0.04,1.03,0.29
0,0.29,0.14,0.04,1.75,0.28
0,0.08,0.28,0.06,1.89,0.3
0,0.04,0.28,0.07,1.48,0.43
0,0.07,0.32,0.05,1.74,0.32
0,0.09,0.33,0.05,2.19,0.32
0,0.1,0.43,0.08,2.67,0.44
0,0.29,0.03,0.06,0.9,0.42
0,0.29,0.01,0.04,0.76,0.42
0,0.21,0.06,0.06,1.23,0.45
0,0.21,0.15,0.06,1.13,0.39
0,0.12,0.15,0.06,1.44,0.38
0,0.13,0.19,0.05,1.3,0.36
0,0.2,0.05,0.06,0.72,0.36
0,0.19,0.15,0.06,1.05,0.33
0,0.19,0.22,0.05,1.89,0.34
0,0.23,-0.44,0.07,0.47,0.21
0,0.2,-0.46,0.04,0.43,0.23
0,0.2,-0.54,0.06,0.56,0.22
0,0.22,-0.2,0.08,0.77,0.2
0,0.26,-0.11,0.05,1.03,0.26
0,0.26,-0.01,0.06,1.6,0.21
0,0.27,0.04,0.06,1.01,0.19
0,-0.03,0.04,0.03,0.48,0.12
0,-0.07,-0.02,-0.02,0.31,0.13
0,-0.04,-0.18,0.03,0.59,0.29
0,-0.06,-0.08,0.03,0.52,0.31
0,-0.05,-0.11,0.05,0.58,0.29
0,-0.12,-0.04,0.02,0.24,0.25
0,-0.11,-0.01,0.03,0.21,0.27
0,-0.11,0.02,0.03,0.28,0.29
0,0.01,-0.02,0.01,0.13,0.17
0,-0.03,-0.16,0.03,0.08,0.21
0,0.02,-0.13,0.03,0.1,0.2
0,-0.04,-0.23,0,0.08,0.23
0,0.12,0.6,0.06,1.95,0.28
0,0.2,0.19,0.02,0.26,1.19
0,0.2,0.19,0.05,0.14,1.15
0,0.14,0.19,0.03,0.22,1.13
0,0.14,0.19,0.05,0.51,1
0,0.19,0.23,0.05,0.16,0.96
0,0.18,0.27,0.06,0.46,1.17
0,0.18,0.3,0.06,0.89,1.17
0,0.02,0.03,0.06,3.33,0.28
0,0.09,0.14,0.07,4.51,0.27
0,0.01,0.04,0.05,1.98,0.16
0,0.15,0.13,0.08,3.85,0.23
0,-0.08,0.1,0.06,2.78,0.17
0,0.04,0.15,0.06,1.48,0.19
0,0.08,0.13,0.04,1.61,0.17
0,0.2,-0.74,0.04,1.67,0.4
0,0.29,-0.5,0.08,2.91,0.4
0,-0.07,0.23,0.02,0.89,0.11
0,-0.04,0.24,0.04,1.11,0.1
0,-0.06,0.24,0.04,1.26,0.1
0,-0.15,0.18,0.03,1.05,0.09
0,-0.11,0.18,0.05,1,0.09
0,-0.12,0.17,0.03,1,0.1
0,-0.13,0.16,-0.01,0.8,0.11
0,-0.1,0.16,0.04,0.71,0.11
0,-0.01,0.18,0.03,0.75,0.1
0,0,0.2,0.03,0.97,0.11
0,0.07,0.17,0.08,0.84,0.28
0,0.07,0.12,0.07,1.01,0.22
0,0.13,0.12,0.06,1.2,0.24
0,0.17,0.12,0.05,0.79,0.25
0,0.16,0.16,0.06,0.91,0.25
0,0.12,0.2,0.07,1.89,0.28
0,0.08,0.25,0.07,2.99,0.3
0,0.17,0.16,0.04,0.97,0.23
0,0.21,-0.06,0.02,0.65,0.27
0,0.25,0.25,0.04,2.09,0.26
0,0.3,0.26,0.05,3.53,0.26
0,0.21,0.22,0.01,2.18,0.2
0,0.19,-0.18,-0.01,2.88,0.26
0,0.16,0.16,0.07,0.96,0.24
0,0.21,0.26,0.07,1.99,0.33
0,0.24,0.25,0.08,1.65,0.35
0,0.2,0.27,0.08,1.37,0.32
0,0.21,0.28,0.06,2.15,0.34
0,0.28,0.43,0.08,2.76,0.37
0,0.3,0.34,0.06,2.27,0.32
0,0.33,0.44,0.06,2.47,0.38
0,-0.14,0.06,0.02,0.39,0.1
0,-0.08,0.03,0.03,0.33,0.13
0,-0.01,0.03,0.04,0.26,0.12
0,0,-0.01,0.03,0.15,0.12
0,0.03,-0.04,0.02,0.19,0.12
0,0.06,-0.02,0.04,0.25,0.13
0,-0.01,0.16,0.05,0.52,0.18
0,0.08,0.16,0.06,0.43,0.17
0,0.01,0.13,0.05,0.44,0.13
0,0.04,0.13,0.04,0.42,0.14
